chin_length,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
1,0,3,0,1,1,2,3,1,1,0,6,4,14,cs11260749356181439774.png,11,3,73,7
0,0,0,1,1,0,2,11,0,0,0,10,5,8,cs11260798147056981529.png,2,5,31,9
1,1,1,1,1,0,1,10,0,0,0,1,2,5,cs11260873585797409114.png,9,4,36,0
2,2,2,1,1,0,0,2,2,1,0,6,6,9,cs1126100872491046915.png,4,5,29,7
1,1,2,0,1,0,2,4,0,0,1,10,4,14,cs11261084501871216623.png,11,1,49,7
0,1,2,0,1,0,2,3,2,1,0,8,4,9,cs11261205433181896227.png,3,0,98,9
1,0,4,1,0,0,1,6,2,1,1,8,3,4,cs1126137314996327647.png,11,4,93,1
1,2,4,2,1,1,1,8,2,1,1,10,3,1,cs11261383291925425031.png,10,0,71,2
0,2,4,1,1,1,1,1,3,1,2,1,3,14,cs11261583061440563662.png,8,0,74,0
2,1,2,2,1,0,1,1,0,1,1,3,6,14,cs11262158324298074671.png,4,0,20,6
0,2,3,1,1,0,2,10,3,1,2,9,1,14,cs11262533991355121623.png,11,4,93,3
2,1,1,1,1,0,2,6,0,1,0,7,6,1,cs11262666289628543202.png,11,0,73,7
2,2,3,1,1,0,2,8,0,1,0,0,5,5,cs11262690548967899515.png,9,3,104,1
2,0,4,0,0,0,0,8,2,1,1,2,4,1,cs11262999299532741970.png,11,2,105,0
2,2,1,0,1,0,2,5,2,1,1,1,3,13,cs11263039970949621093.png,11,0,5,6
0,2,1,0,1,1,2,12,1,0,0,1,4,14,cs1126312824274212531.png,3,3,102,6
2,0,4,0,1,0,1,0,3,1,1,0,1,13,cs11263198660282071417.png,8,2,29,8
2,1,0,1,0,0,2,3,2,1,0,1,4,14,cs11263291702137237265.png,7,2,32,8
1,0,0,0,0,1,0,8,0,0,0,0,6,4,cs11263336292338527513.png,11,0,102,4
2,1,4,0,1,0,0,10,1,0,1,9,2,9,cs11263546507544608692.png,0,3,70,2
2,1,0,1,1,1,0,4,1,0,1,9,6,14,cs11263653016270197764.png,1,2,54,5
2,0,3,1,1,1,0,10,3,0,1,2,6,14,cs11263984608367802828.png,10,6,58,2
2,0,4,1,0,0,1,1,1,1,0,5,5,10,cs11264150933432320488.png,10,1,92,5
0,1,1,0,0,1,1,4,0,0,1,5,5,11,cs11264175747831124464.png,11,1,103,6
2,0,2,2,0,1,2,10,0,1,2,3,0,9,cs11264298913663118372.png,11,5,9,9
1,2,2,1,1,1,1,5,2,0,1,0,2,14,cs11264485595112171166.png,11,0,13,2
0,1,4,0,1,1,0,7,0,1,2,8,6,9,cs11264742529345036882.png,3,5,30,0
2,0,4,1,1,1,1,9,3,0,2,1,4,14,cs11264790100906436227.png,11,3,108,4
2,0,3,1,0,0,2,11,3,1,0,10,1,2,cs11264869413110571245.png,7,3,22,4
2,1,4,0,0,1,2,1,1,1,0,7,5,10,cs11264946690772365960.png,11,6,109,3
1,2,4,2,1,0,0,9,0,0,0,0,0,9,cs112649497221166171.png,11,1,37,2
1,2,4,2,0,0,1,7,2,1,2,9,0,4,cs11265029522534775249.png,1,4,59,7
1,1,0,0,0,0,2,12,0,1,2,9,6,14,cs11265217615486164246.png,11,2,93,0
1,1,1,0,1,0,0,3,2,1,1,0,2,1,cs11265570716662694628.png,2,3,58,2
1,1,1,2,1,0,1,7,1,0,1,8,3,11,cs11265689704613875250.png,6,3,100,8
1,2,0,0,1,1,2,1,1,0,2,4,2,4,cs11265692813123601941.png,11,2,19,9
2,2,1,1,1,0,0,2,0,0,2,1,3,14,cs11265723927602677926.png,1,2,30,8
1,1,3,1,0,0,2,7,0,1,0,6,1,14,cs1126603276231032004.png,0,6,75,2
1,1,1,2,0,1,1,3,0,1,1,1,5,0,cs11266481818159198912.png,11,4,18,9
0,1,1,2,0,1,1,12,0,1,0,6,1,14,cs11266570477929147278.png,11,6,86,2
2,1,0,2,1,0,2,13,0,0,0,8,5,13,cs11266582381441630126.png,11,2,61,3
1,1,2,2,0,1,1,2,0,1,0,5,5,0,cs11266874533730534874.png,3,3,61,1
1,0,4,1,0,0,1,3,2,1,0,1,5,14,cs11267072576167212837.png,1,0,46,8
2,1,1,1,0,1,1,12,1,0,2,5,6,14,cs11267157359603501996.png,11,0,81,0
2,1,0,1,0,1,2,0,2,0,1,6,4,3,cs11267538044884773723.png,2,5,9,5
1,2,0,2,0,1,1,12,0,1,2,4,1,8,cs11267614435060860003.png,11,6,56,4
0,1,4,2,1,1,1,10,2,0,1,7,1,0,cs11267834568283378864.png,11,5,101,6
2,2,1,0,1,1,0,0,1,0,2,10,5,4,cs11267953290943218582.png,11,1,10,8
2,1,2,2,1,1,0,0,2,0,2,2,1,14,cs11268025141129217632.png,3,5,10,6
1,2,4,1,1,1,0,4,0,0,1,3,5,14,cs11268323985481937039.png,10,6,101,6
0,1,1,2,0,1,1,4,3,1,2,10,5,14,cs11268459356179945181.png,11,2,36,9
2,1,3,1,1,1,2,6,3,0,0,5,3,12,cs11268803940242269161.png,7,1,64,8
0,0,1,2,1,0,0,3,0,1,2,7,0,14,cs1126890217093382376.png,11,4,76,2
2,2,4,2,1,0,0,5,2,1,2,0,1,3,cs11268990336908773739.png,11,0,29,6
2,0,1,2,1,1,0,7,0,1,1,4,5,14,cs11269113373422048440.png,11,5,97,5
2,0,1,0,1,1,1,1,0,1,2,1,0,14,cs11269121926544964226.png,11,3,84,3
2,0,1,2,1,1,1,5,2,1,0,0,1,14,cs11269210934697519350.png,9,5,36,7
1,1,1,2,1,0,2,9,0,1,0,5,6,5,cs11269253938360929452.png,7,1,91,2
1,0,0,1,1,0,0,1,1,1,1,2,4,14,cs11269526404031899380.png,3,0,67,3
1,0,0,1,1,1,2,13,0,0,0,8,0,8,cs11269841662474035704.png,7,3,109,9
1,0,2,2,1,1,1,1,2,1,0,0,3,1,cs11269904937339585406.png,11,5,102,5
0,0,0,1,0,1,0,8,3,0,2,7,5,2,cs11270218949672979750.png,0,6,36,5
2,0,0,1,1,1,1,9,0,0,1,8,1,11,cs11270289686097452654.png,10,4,12,8
0,0,1,0,0,1,2,6,1,1,1,6,3,10,cs11270369939808617772.png,11,0,41,6
1,1,3,2,1,1,2,0,1,0,1,1,4,7,cs11270409558439850835.png,8,0,67,2
1,0,3,0,0,0,0,7,2,0,0,1,3,10,cs11270745675907118852.png,1,6,80,2
0,2,3,0,1,1,1,11,0,0,2,4,0,0,cs11271358822948025647.png,4,5,46,0
1,1,3,2,0,1,0,2,0,1,2,6,3,1,cs11271430511646800919.png,11,1,105,6
0,0,0,2,0,0,1,3,3,1,1,3,4,0,cs11271786329363673569.png,9,0,105,4
1,0,1,2,0,0,2,5,0,1,0,4,1,14,cs11271831392534990342.png,11,1,36,1
2,0,3,2,1,0,0,4,2,1,1,10,0,12,cs11271836456989173326.png,11,5,77,8
1,0,0,2,0,1,0,8,3,0,2,10,5,14,cs11271929391803497539.png,7,3,51,5
2,0,1,0,0,0,0,2,3,1,0,2,1,8,cs11272138057846993497.png,11,1,55,7
0,2,1,2,1,1,2,6,3,1,2,0,1,14,cs11272182262106610993.png,11,5,74,8
0,0,2,2,0,1,2,5,1,0,1,2,6,14,cs11272201395000396030.png,10,0,19,4
2,1,0,2,1,0,2,4,0,1,0,3,5,8,cs11272209980486525805.png,8,1,76,5
0,1,3,1,0,1,2,3,3,0,0,1,2,10,cs11272325749563792324.png,11,3,85,0
1,2,1,0,0,1,2,1,1,0,2,4,2,14,cs11272517631141127705.png,11,1,33,2
2,0,0,0,1,0,1,1,1,1,2,7,0,14,cs1127268052599789302.png,3,5,0,2
1,0,4,0,0,1,2,11,0,1,0,8,0,14,cs11273053323451514784.png,11,5,18,8
2,2,2,1,1,0,1,8,3,1,1,8,0,14,cs11273141278950265143.png,10,3,87,6
1,2,4,2,1,0,2,3,1,1,1,3,6,5,cs11273195838161219625.png,11,2,71,8
0,1,1,0,0,1,1,3,0,1,0,4,0,6,cs11273263605972329914.png,11,2,55,3
1,0,2,0,0,0,0,3,2,1,0,5,2,14,cs11273535155368026043.png,11,5,3,3
0,2,2,0,0,0,0,6,3,0,0,3,6,2,cs11273644275134525080.png,11,4,49,3
0,1,1,0,1,0,0,7,3,0,0,4,1,2,cs1127365976827069497.png,1,1,83,2
1,1,4,0,0,1,0,1,0,1,0,1,5,11,cs11273659982845194893.png,11,6,96,2
1,2,0,1,1,0,1,9,1,1,2,3,3,14,cs11273911194488064619.png,11,5,82,4
2,0,3,2,1,1,1,2,2,1,0,0,5,13,cs11274139901380036708.png,2,1,70,2
0,1,2,0,1,1,0,7,0,1,0,7,1,14,cs11274578412383807610.png,10,4,52,0
2,1,2,1,0,1,2,8,2,1,2,10,6,14,cs11274594996446853098.png,3,6,44,0
1,2,2,0,0,1,1,11,3,0,0,4,0,13,cs11274672228737408949.png,11,2,9,2
1,1,0,0,1,1,1,12,2,0,2,3,5,14,cs1127473529370075246.png,11,0,33,5
1,1,3,1,1,1,1,12,0,0,2,0,3,0,cs11274796570081446219.png,10,3,41,3
0,2,4,0,1,1,2,5,0,0,2,9,6,6,cs11274942919543993750.png,11,2,60,7
0,2,0,2,1,0,1,8,1,1,0,4,2,14,cs11274977413158354912.png,5,3,98,9
2,2,4,2,1,1,2,7,1,0,0,2,1,5,cs11275004030224000239.png,11,1,63,5
2,2,4,1,1,1,0,9,1,1,2,4,4,14,cs11275028069019857782.png,11,2,22,2
2,2,0,1,1,0,2,6,1,1,0,5,1,14,cs11275051418239495025.png,8,5,28,6
0,0,4,2,1,0,2,11,0,0,1,6,3,4,cs1127508182541245234.png,11,6,96,3
2,0,4,0,0,0,0,1,1,0,0,4,2,5,cs11275123337608779107.png,11,2,95,6
2,2,3,0,0,0,0,10,2,1,2,6,3,14,cs11275154923207841291.png,3,0,45,0
1,2,2,0,1,0,1,4,3,1,0,8,1,14,cs11275439046408904993.png,0,3,6,4
2,1,0,1,0,0,0,10,2,0,0,0,3,14,cs11275576969936820599.png,11,5,28,1
0,0,3,0,0,0,2,0,1,0,1,0,5,14,cs11275713510088886881.png,7,1,7,2
2,2,3,0,1,0,0,10,2,0,0,6,2,5,cs11275855510909648444.png,11,0,22,2
0,1,3,1,0,1,1,13,1,0,0,3,4,1,cs11275909359753731148.png,11,4,20,3
0,2,0,1,1,1,0,3,0,0,0,2,0,1,cs11275951102544761256.png,2,4,88,8
0,0,3,1,0,0,0,10,2,1,2,2,4,2,cs11276295968298575924.png,4,3,33,8
0,1,1,0,0,0,0,4,1,1,1,1,5,14,cs11276309612862332344.png,0,0,90,8
2,0,3,0,1,0,0,6,2,0,2,0,1,14,cs11276459630870435611.png,1,0,82,2
2,2,2,0,1,1,2,8,0,0,0,9,5,14,cs11276486181387438988.png,11,0,87,1
1,1,0,1,1,0,0,7,0,0,1,8,1,14,cs11276747016466812161.png,11,6,101,8
0,1,4,0,1,0,0,12,1,1,1,8,4,14,cs11277219839531931697.png,2,2,99,1
0,1,4,0,1,1,2,5,2,1,0,5,2,14,cs11277423094662957587.png,4,3,40,9
1,0,3,2,1,0,2,2,3,0,1,8,3,8,cs11277470487457532689.png,7,0,68,2
2,1,2,2,1,1,2,4,0,1,1,6,0,10,cs11277473001131576936.png,0,4,28,7
1,1,3,1,0,1,0,1,3,1,1,5,2,12,cs11277568965678602592.png,11,1,108,7
0,1,0,0,0,0,0,3,0,0,1,3,0,14,cs11278022139043533255.png,9,0,17,8
2,1,2,0,1,1,2,8,3,1,0,1,0,14,cs11278219553086095950.png,11,6,41,4
2,0,2,0,0,0,2,2,1,1,2,10,6,14,cs11278306749977061289.png,11,5,48,1
0,2,0,0,1,0,0,0,2,0,1,6,0,14,cs1127851769003713390.png,9,6,58,8
0,1,2,1,1,1,2,9,3,1,0,10,0,4,cs11278563064200250848.png,11,2,54,5
1,2,4,2,0,1,0,4,1,1,2,7,1,5,cs1127865541490638290.png,11,0,74,6
0,2,3,1,0,1,2,12,2,0,2,0,2,14,cs11278731188941385072.png,11,3,64,4
2,1,0,0,1,0,1,8,0,0,2,4,2,14,cs11278900672077325676.png,2,0,78,2
0,2,0,2,0,0,1,11,2,0,1,4,0,13,cs11279012683640657564.png,11,0,98,3
0,1,4,2,0,1,2,9,2,0,2,5,4,8,cs11279246009973190994.png,11,2,103,7
2,1,2,0,0,0,2,1,3,0,0,10,6,14,cs112792777109162058.png,11,1,82,3
1,2,0,0,1,1,1,10,1,1,1,0,0,11,cs11279754810339581673.png,11,3,79,7
1,1,4,1,0,1,0,0,0,1,1,5,6,7,cs1127994718621440342.png,10,2,72,7
2,1,1,2,0,1,0,10,1,1,1,5,3,14,cs11280167671666325045.png,2,0,47,2
2,0,0,0,1,0,0,9,1,0,1,5,4,14,cs11280184190223068128.png,11,3,63,8
2,2,0,2,0,1,0,10,2,0,1,10,1,10,cs11280200295099123142.png,11,0,74,9
1,1,3,0,0,0,0,7,0,0,1,8,4,14,cs11280358544054600286.png,7,5,40,1
2,1,3,1,0,1,0,7,0,1,0,2,6,14,cs11280531202541196057.png,0,0,97,7
2,1,0,2,1,1,1,12,3,1,1,8,0,14,cs11281024278073512290.png,11,6,39,8
2,1,2,2,0,1,0,5,2,0,2,6,4,14,cs11281355599977875741.png,10,1,20,9
0,0,1,2,1,1,2,6,0,0,1,0,2,0,cs11281383501747781280.png,11,6,50,3
0,1,4,1,0,1,2,12,2,1,0,4,4,0,cs11281403413826175733.png,5,2,108,1
1,0,4,1,0,1,0,2,3,0,2,2,5,14,cs11281639394711018740.png,9,2,103,3
1,2,3,2,0,1,1,6,2,1,1,8,5,4,cs11281650087135035574.png,11,1,81,4
2,2,2,1,0,1,2,5,0,1,0,4,0,14,cs11282075706041499679.png,11,0,8,6
1,2,3,2,1,0,0,11,1,1,0,7,1,14,cs11282117254856732931.png,6,2,80,0
0,2,1,2,1,0,2,6,3,1,0,0,5,14,cs1128234041141209580.png,11,3,34,3
1,0,4,0,1,1,1,6,3,0,1,3,2,0,cs11282923052402958112.png,10,2,42,7
2,1,0,2,1,0,1,11,3,0,2,2,1,12,cs11283033133693362915.png,11,4,50,7
2,1,2,0,0,1,1,2,1,0,0,4,3,1,cs11283540370079252239.png,8,1,62,2
2,2,0,2,1,0,0,9,2,0,2,2,1,5,cs1128403758113682349.png,11,0,73,5
0,0,2,0,0,1,2,11,1,0,1,6,0,5,cs1128444205069681287.png,11,1,75,6
1,0,0,1,1,0,1,0,3,1,1,9,0,14,cs11284561774088495862.png,8,4,4,8
1,1,4,0,1,1,2,1,1,0,0,5,0,3,cs1128458253082305281.png,10,4,74,8
2,0,4,2,0,0,0,13,0,1,2,4,4,14,cs1128472508097348310.png,11,2,43,2
2,0,0,0,0,0,2,11,1,0,0,1,1,7,cs11284764256160627299.png,0,5,99,7
1,2,4,2,0,0,0,11,3,1,2,8,1,14,cs11284794304976234962.png,4,4,101,3
0,0,1,1,1,1,2,8,2,1,1,3,6,9,cs11284904669704848490.png,11,1,90,6
0,2,4,1,0,1,0,0,3,0,2,8,6,13,cs11285114921050895788.png,7,5,72,3
2,1,1,2,0,1,0,6,2,1,2,1,6,10,cs11285135017496097230.png,1,1,8,7
0,0,3,2,1,0,1,4,3,0,1,7,6,11,cs11285346171260411174.png,11,5,28,9
2,2,3,2,0,0,1,3,0,0,2,9,5,7,cs11285412141951288761.png,11,6,90,1
0,0,3,1,0,0,1,11,1,1,2,6,5,14,cs11285699514743503433.png,11,5,110,4
1,0,2,2,1,1,2,5,0,1,2,5,3,14,cs11285708324750118482.png,4,6,34,2
0,1,1,2,0,0,2,12,0,1,0,5,2,6,cs112858343352712292.png,11,0,43,4
2,1,4,1,1,1,1,9,1,0,0,6,6,14,cs11285945815584565086.png,9,2,19,5
0,1,2,0,0,1,2,12,2,1,0,8,2,14,cs11286121338447467652.png,3,6,59,6
2,1,3,0,1,0,1,4,1,1,0,1,4,14,cs11286477067653733182.png,9,0,53,2
2,1,1,0,0,1,0,8,0,1,2,5,1,14,cs11287035953006781818.png,5,2,91,6
2,2,0,2,1,1,1,3,2,1,2,9,0,4,cs11287097326614344258.png,9,0,39,0
1,2,1,1,1,1,2,2,2,0,1,3,6,14,cs11287372187385457189.png,0,0,24,1
1,1,2,2,1,1,1,4,0,0,2,1,6,14,cs11287394248623097604.png,11,3,72,2
2,0,0,1,1,0,0,6,2,0,1,10,4,12,cs11287460034938772990.png,4,5,8,4
1,1,1,1,1,0,2,6,2,0,1,1,3,7,cs11287481183734543189.png,2,0,56,4
1,1,2,1,0,1,1,13,2,1,0,9,2,10,cs11287482070255843611.png,4,3,59,5
2,0,4,0,0,1,0,6,2,1,2,8,3,14,cs1128821350625501841.png,11,4,33,9
1,1,4,2,0,1,0,9,0,1,0,3,1,11,cs11288464082825962756.png,11,6,4,7
2,2,2,0,1,1,2,9,1,1,1,0,3,1,cs11288592393181476770.png,11,5,93,9
1,1,2,1,0,1,0,5,0,1,1,1,3,14,cs11288881508487210680.png,9,6,0,6
2,1,0,2,1,0,1,3,1,1,1,6,1,14,cs11289008285686246921.png,11,0,45,5
1,2,0,0,1,0,1,9,0,0,0,3,6,10,cs11289126673451361839.png,6,6,46,2
1,0,3,0,1,1,0,10,0,0,2,7,5,0,cs1128913712018706846.png,11,0,88,5
2,0,0,2,1,0,0,4,2,0,0,8,1,4,cs11289157929064566545.png,11,5,49,8
1,2,3,0,0,1,0,3,3,0,0,6,0,5,cs11289770623698930602.png,11,5,96,4
2,1,4,0,1,1,2,12,0,0,1,2,2,12,cs11289802081523989020.png,11,1,59,9
0,0,1,2,1,1,1,8,3,1,2,2,6,8,cs1128985843893092881.png,10,6,76,3
2,0,0,1,1,1,0,2,1,0,0,5,2,14,cs11289939450854470794.png,11,2,105,6
0,1,4,1,0,0,2,6,0,1,2,4,5,1,cs11290264297010085773.png,5,0,105,3
2,0,2,2,1,1,0,4,2,1,2,0,6,14,cs11290276814098463883.png,11,6,1,6
0,0,2,0,0,0,1,4,0,1,1,2,0,12,cs11290827559165412881.png,11,1,108,0
1,0,1,1,1,1,1,6,0,1,2,8,5,14,cs11290972691670252761.png,8,2,3,8
0,1,3,0,0,1,1,11,1,1,2,2,4,1,cs11291113635488170323.png,7,1,90,0
1,1,3,1,1,1,0,8,1,1,0,2,1,14,cs1129111442198895029.png,11,0,54,0
1,2,2,1,0,0,0,7,1,0,1,3,4,13,cs11291161640113506466.png,6,4,91,2
1,2,2,1,0,1,2,4,3,0,0,7,3,3,cs11291278680999783586.png,11,3,35,9
2,2,3,2,0,0,2,11,1,0,0,8,4,14,cs11291348321341532675.png,0,3,52,3
1,0,1,1,1,1,0,13,2,1,0,4,0,1,cs11291527262662497046.png,11,6,49,1
1,1,4,0,0,1,0,1,1,0,1,2,2,7,cs11291582973181333530.png,5,4,12,0
2,0,4,1,1,1,0,5,0,1,1,1,1,14,cs11291848533527608937.png,11,0,91,4
1,2,1,0,0,0,0,5,0,1,2,3,5,14,cs11292606368100334883.png,11,0,91,1
0,2,3,0,1,0,2,2,0,0,0,2,5,14,cs11292627666970104411.png,1,4,55,2
2,0,0,1,1,0,2,5,0,0,2,5,6,14,cs1129285184918880154.png,11,1,24,6
0,0,3,0,1,1,2,1,2,1,0,4,4,14,cs11293755212726932758.png,5,4,75,7
0,2,4,2,1,0,0,11,3,0,1,7,2,1,cs11294240121703758730.png,6,5,84,1
0,1,1,0,1,1,0,0,1,0,0,5,1,8,cs11294264185932308372.png,11,5,1,3
2,2,2,1,0,0,0,5,0,0,1,8,2,11,cs11294346957168845114.png,11,3,12,7
2,2,1,0,0,1,0,10,0,1,1,4,2,14,cs11294570929951928225.png,3,3,16,0
2,2,2,2,0,0,0,2,0,1,1,6,3,8,cs11294714504824135482.png,10,4,24,7
0,2,4,1,1,0,1,13,2,1,1,6,5,14,cs1129497386757932406.png,3,0,81,1
2,2,0,1,0,1,1,2,3,0,1,8,5,1,cs11294993780241837779.png,4,6,43,9
2,2,0,2,0,0,1,3,0,1,1,8,4,8,cs11294998174169254404.png,11,4,70,8
0,1,4,0,1,1,2,1,2,1,1,4,4,14,cs11295135669488032628.png,0,5,81,9
2,2,3,1,1,0,2,1,3,1,1,3,0,14,cs11295402404661298689.png,11,3,58,6
2,2,2,0,0,0,2,13,1,1,1,7,4,14,cs11295790746062241249.png,10,6,28,6
2,0,2,0,0,0,1,6,3,0,2,5,4,5,cs11295866619191651778.png,10,1,4,2
2,2,0,2,0,0,0,0,3,1,1,2,5,14,cs11295891417327390019.png,11,2,6,9
2,2,4,1,1,0,0,9,3,1,2,10,0,14,cs1129601572657646151.png,11,6,9,0
2,0,4,2,0,0,0,13,2,1,1,8,4,14,cs11296165059864377797.png,11,3,98,9
2,0,3,2,0,0,0,12,3,0,0,7,6,14,cs11296182011785011342.png,6,6,69,7
2,1,4,0,1,1,0,7,3,1,2,0,5,14,cs11296381437711776002.png,8,3,89,2
2,1,3,0,0,0,0,11,0,1,0,10,6,14,cs11296483544184513272.png,5,3,81,0
2,0,2,0,0,0,2,13,1,1,1,6,5,14,cs11296586281054338620.png,11,5,9,9
2,2,3,2,1,1,0,4,2,0,2,1,4,14,cs11296795814496802121.png,11,0,14,1
0,0,3,0,0,1,1,12,3,0,0,8,0,14,cs11297199441225504675.png,4,5,40,4
0,0,4,2,1,0,0,2,3,0,0,2,0,14,cs11297538595223307276.png,9,5,19,2
1,1,4,1,0,1,2,3,1,0,2,1,3,3,cs11297791358945459822.png,9,4,48,5
1,2,1,1,0,1,1,1,3,0,2,9,6,14,cs1129784173947776658.png,11,2,38,0
1,1,0,1,1,0,1,0,2,0,2,10,2,10,cs11297924751900205015.png,6,5,105,1
2,2,1,1,0,0,0,6,2,0,1,6,6,14,cs1129818609098537030.png,11,0,54,2
2,1,1,2,0,1,1,0,1,0,1,8,0,14,cs11298348702997524391.png,11,5,8,9
1,0,0,2,0,0,0,7,2,1,0,8,3,14,cs11298504914047200105.png,8,2,33,4
1,0,0,1,1,0,2,3,1,0,0,9,2,14,cs11298717461661103250.png,9,1,76,5
0,1,4,1,0,1,2,0,0,1,2,9,3,14,cs11298760944539041467.png,1,2,94,8
2,2,3,0,0,0,1,11,1,0,0,10,2,3,cs11298986534378032664.png,10,2,27,8
2,2,1,1,1,0,2,1,2,1,1,0,1,0,cs11299448924724471574.png,11,2,45,1
0,0,4,0,1,0,2,5,2,1,0,2,4,14,cs11299492260228864457.png,11,2,80,8
0,1,4,1,0,1,0,11,1,0,0,1,4,14,cs11299763077831157175.png,7,0,28,8
1,2,4,2,0,1,1,7,0,0,1,2,6,10,cs11299811606976964896.png,11,6,58,7
2,1,1,0,1,0,1,2,3,1,2,0,4,1,cs11299832307943575931.png,9,5,71,3
2,2,3,2,1,1,2,9,2,0,2,9,1,7,cs11300008484041663236.png,10,0,43,8
0,2,4,0,1,0,2,1,3,0,1,0,6,14,cs11300434325444422004.png,11,2,18,6
0,1,2,2,1,1,0,7,3,1,0,2,3,1,cs11300721759808186978.png,4,2,40,4
2,1,4,2,1,1,2,13,0,0,2,1,6,14,cs11301116841215647599.png,11,1,85,2
1,1,2,2,0,1,2,3,0,0,2,10,5,14,cs11301298285813718613.png,2,1,23,7
2,2,2,0,1,1,2,3,0,1,1,9,5,14,cs11301416473270918931.png,11,1,45,2
0,2,3,2,0,1,1,7,1,1,2,9,3,14,cs11301586514900475131.png,0,2,58,8
1,1,4,0,1,0,1,1,3,0,1,8,6,14,cs11301660362944411136.png,11,6,43,6
0,2,3,2,0,1,1,1,3,1,0,4,2,14,cs11302019766440597397.png,5,6,11,6
2,2,4,2,1,1,2,7,1,1,0,10,4,1,cs11302087196200905099.png,11,1,64,6
0,0,0,2,1,0,1,13,3,0,0,9,5,14,cs11302099522362674695.png,6,0,3,3
1,0,3,1,1,1,2,3,2,0,2,1,0,14,cs11302164402837951918.png,11,4,61,2
0,1,4,0,1,1,2,0,3,1,0,10,4,12,cs11302195465217353417.png,1,2,19,3
2,2,4,1,0,0,1,8,1,0,2,2,1,14,cs11302374034517530064.png,9,5,94,7
1,1,3,0,0,0,2,11,2,0,2,2,1,14,cs11302571503132800993.png,11,1,49,1
2,0,3,2,0,1,0,1,2,1,0,8,0,14,cs11303197901474747007.png,5,6,98,0
1,2,0,1,1,0,2,1,0,0,0,2,4,12,cs11303257459213071392.png,11,3,33,5
2,2,2,1,1,0,1,6,1,1,2,7,0,14,cs11303746553800224119.png,10,5,86,7
0,2,2,1,0,1,0,7,3,0,1,1,5,10,cs11303794766551413050.png,5,0,70,0
0,0,0,2,1,0,2,10,3,0,0,6,0,8,cs11303808649091808360.png,11,4,55,7
1,2,1,1,0,1,0,9,2,0,2,9,0,13,cs11303858648654161079.png,11,0,83,4
2,2,0,2,1,0,0,2,1,1,0,7,1,9,cs11303937611752886405.png,11,2,36,2
2,0,1,2,0,1,1,7,2,1,0,9,6,8,cs11303949767676978702.png,7,6,46,2
2,0,2,1,1,0,2,3,3,1,1,3,0,14,cs11304072142107441606.png,11,0,61,9
2,1,3,2,0,0,0,12,2,1,0,8,1,14,cs11304755365181513529.png,11,4,71,0
1,2,3,1,1,0,2,0,2,0,1,9,1,13,cs11304797291916476123.png,3,5,104,8
2,2,4,1,1,1,0,0,2,1,0,5,2,7,cs11304812061335475669.png,4,5,81,5
0,0,3,2,0,0,2,13,3,1,1,10,1,3,cs11304854721727349359.png,1,3,30,1
1,2,4,2,0,0,0,13,2,0,2,4,0,13,cs11304936178271846213.png,11,1,84,2
0,0,4,0,0,1,0,7,0,0,2,7,0,14,cs11304939109765917930.png,1,0,51,8
2,0,2,0,0,1,2,6,3,1,2,3,3,0,cs11304947900358302294.png,5,5,11,6
0,2,4,1,1,0,2,2,0,0,0,7,5,14,cs1130494815867445409.png,1,0,84,8
0,2,3,0,1,0,0,1,2,0,0,8,2,9,cs11305775972135411716.png,11,5,87,1
0,1,1,0,0,0,0,7,1,0,0,4,4,6,cs11305784192158030534.png,7,2,27,3
1,1,4,2,1,0,2,13,1,1,2,6,2,13,cs1130578832769617583.png,11,6,41,2
2,2,4,0,1,0,0,7,3,1,0,1,1,8,cs11305980377938039229.png,11,1,45,6
2,1,3,0,1,0,2,10,2,1,0,1,5,7,cs11306107222733902878.png,11,6,63,5
0,1,2,1,1,0,1,0,0,1,1,0,4,0,cs11306401944695814117.png,3,1,73,3
1,0,3,1,0,1,2,6,3,1,1,10,3,14,cs11306505091381589571.png,4,2,89,7
0,2,1,0,0,1,0,13,1,0,1,7,0,14,cs11306987374001435458.png,11,1,95,2
0,0,2,1,1,0,1,5,2,1,0,8,2,10,cs11306994299858181887.png,10,3,22,4
0,1,4,2,1,1,0,4,0,1,2,1,3,14,cs11307115006584214620.png,11,5,45,4
1,2,1,1,1,1,1,9,3,1,2,2,1,14,cs11307126777082044620.png,11,4,62,4
1,2,0,0,0,1,1,1,2,0,2,0,6,3,cs1130727658769458608.png,11,3,81,7
1,2,3,1,0,0,2,6,0,1,0,6,6,14,cs11307568082960365106.png,11,5,32,0
0,2,1,0,0,1,2,7,3,0,1,0,6,14,cs11307642523101508270.png,11,3,97,4
1,1,2,2,0,1,2,5,3,0,1,10,5,14,cs11307751939717583594.png,11,0,72,3
0,0,4,0,0,0,1,10,0,0,0,1,2,3,cs1130781083696465191.png,11,3,100,9
2,0,4,0,1,1,0,13,2,1,2,9,4,7,cs11308275609533593174.png,11,5,19,2
2,1,2,2,1,1,1,13,2,1,1,6,0,13,cs11308403722305169129.png,5,3,59,8
1,0,2,0,0,1,2,13,1,1,1,3,1,14,cs11308673309784025411.png,11,3,78,2
2,2,4,0,0,1,0,8,0,0,2,3,4,14,cs11308741939276642530.png,11,0,10,3
